enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,prediction
32078,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,50-99,Funded Startup,3,23,0.0,0.0
1878,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,142,1.0,1.0
14746,city_149,0.6890000000000001,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,0,Unknown,1,56,0.0,1.0
13598,city_114,0.926,Male,Has relevent experience,No Enrollment,High School,Unknown,4,10-49,Pvt Ltd,2,52,0.0,0.0
4498,city_158,0.7659999999999999,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,1,28,1.0,1.0
31235,city_101,0.5579999999999999,Not provided,No relevent experience,Full time course,Graduate,STEM,2,0,Pvt Ltd,Never,46,0.0,1.0
31562,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,140,0.0,0.0
19477,city_65,0.802,Not provided,Has relevent experience,Full time course,Masters,STEM,2,1000-4999,Pvt Ltd,1,99,0.0,0.0
7795,city_70,0.698,Not provided,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,2,7,1.0,0.0
29319,city_145,0.555,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,10-49,Pvt Ltd,2,29,1.0,1.0
13076,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,4,146,1.0,1.0
16401,city_90,0.698,Not provided,Has relevent experience,No Enrollment,High School,Unknown,3,<10,Pvt Ltd,2,6,0.0,0.0
12838,city_57,0.866,Not provided,Has relevent experience,No Enrollment,Masters,STEM,6,100-500,Pvt Ltd,2,44,0.0,0.0
21251,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,1,88,1.0,1.0
19590,city_90,0.698,Not provided,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,2,38,0.0,0.0
29204,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,<10,Early Stage Startup,1,72,0.0,0.0
11512,city_74,0.579,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,5,0.0,1.0
6914,city_128,0.527,Not provided,No relevent experience,Full time course,Graduate,STEM,0,0,Unknown,1,12,1.0,1.0
16450,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,50,0.0,0.0
16901,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,14,0.0,0.0
13935,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,5,1.0,1.0
19869,city_67,0.855,Male,Has relevent experience,No Enrollment,Masters,STEM,16,10000+,Pvt Ltd,4,63,0.0,0.0
22245,city_16,0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,20,<10,Pvt Ltd,>4,23,0.0,0.0
5778,city_71,0.884,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,3,500-999,Pvt Ltd,2,36,1.0,0.0
9989,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,14,100-500,Funded Startup,1,106,0.0,0.0
14117,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,6,0,Unknown,1,24,1.0,1.0
8118,city_75,0.939,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,8,50-99,Unknown,3,128,0.0,0.0
8261,city_11,0.55,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,47,0.0,1.0
5074,city_24,0.698,Not provided,No relevent experience,Full time course,High School,Unknown,8,0,Unknown,1,76,1.0,0.0
29119,city_145,0.555,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,4,0,Unknown,Never,27,1.0,1.0
15245,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Phd,STEM,20,10000+,Pvt Ltd,1,22,0.0,0.0
20481,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,10-49,Pvt Ltd,Never,24,1.0,1.0
11850,city_21,0.624,Not provided,No relevent experience,Full time course,High School,Unknown,7,0,Unknown,Never,132,1.0,1.0
13060,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Phd,STEM,20,10000+,Pvt Ltd,4,94,0.0,0.0
3279,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,66,0.0,1.0
31601,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,166,0.0,0.0
30452,city_27,0.848,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,8,0.0,0.0
13487,city_67,0.855,Female,Has relevent experience,No Enrollment,Masters,STEM,6,50-99,Funded Startup,1,156,0.0,0.0
815,city_103,0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,68,0.0,0.0
4649,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,1,100-500,Pvt Ltd,Never,50,1.0,1.0
10511,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,26,0.0,1.0
17136,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,28,0.0,0.0
15430,city_64,0.6659999999999999,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,20,0,Unknown,1,29,0.0,1.0
24722,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,16,0.0,0.0
26427,city_65,0.802,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,52,0.0,0.0
15093,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,18,0.0,0.0
20936,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,15,0,Unknown,>4,42,1.0,1.0
2745,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,5,0,Unknown,1,8,1.0,1.0
29318,city_48,0.493,Other,Has relevent experience,Full time course,Phd,Other,20,0,Unknown,1,18,0.0,1.0
29517,city_138,0.836,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,100-500,Pvt Ltd,Never,30,0.0,0.0
24033,city_90,0.698,Male,No relevent experience,Part time course,Graduate,STEM,5,50-99,Unknown,1,20,0.0,0.0
4714,city_67,0.855,Male,Has relevent experience,No Enrollment,Masters,STEM,16,0,Unknown,1,53,0.0,0.0
26490,city_114,0.926,Male,No relevent experience,No Enrollment,High School,Unknown,1,50-99,Pvt Ltd,1,59,0.0,0.0
17089,city_136,0.897,Not provided,No relevent experience,Full time course,Graduate,STEM,6,0,Unknown,Never,320,0.0,0.0
29644,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,500-999,Unknown,1,44,0.0,0.0
22906,city_98,0.949,Male,Has relevent experience,No Enrollment,High School,Unknown,20,500-999,Pvt Ltd,>4,33,0.0,0.0
17863,city_99,0.915,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,94,1.0,1.0
22235,city_173,0.878,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,36,0.0,0.0
8540,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,1000-4999,Public Sector,>4,52,0.0,0.0
9408,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,0,Unknown,>4,40,0.0,1.0
10026,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,9,100-500,Unknown,1,44,0.0,0.0
15933,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,77,0.0,0.0
21559,city_104,0.924,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,500-999,Unknown,2,184,0.0,0.0
4421,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,11,<10,NGO,1,28,0.0,0.0
32788,city_21,0.624,Male,No relevent experience,Full time course,High School,Unknown,3,0,Unknown,1,97,0.0,1.0
988,city_16,0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,78,0.0,0.0
584,city_142,0.727,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,8,0,Unknown,3,168,1.0,1.0
3992,city_160,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,204,0.0,0.0
13052,city_103,0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,192,1.0,0.0
5500,city_83,0.923,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,5,0,Unknown,>4,15,0.0,1.0
17742,city_150,0.698,Not provided,No relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,2,44,0.0,0.0
28568,city_136,0.897,Male,Has relevent experience,Full time course,Graduate,Humanities,2,0,Unknown,Never,40,0.0,0.0
29786,city_103,0.92,Female,Has relevent experience,No Enrollment,Masters,Humanities,1,10-49,Funded Startup,1,78,0.0,0.0
2541,city_75,0.939,Male,No relevent experience,No Enrollment,Primary School,Unknown,3,0,Unknown,Never,68,0.0,0.0
24070,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,50-99,Funded Startup,4,33,0.0,0.0
20741,city_73,0.754,Male,Has relevent experience,Full time course,High School,Unknown,7,0,Unknown,1,76,1.0,1.0
12614,city_23,0.899,Female,No relevent experience,Full time course,Graduate,STEM,5,0,Unknown,Never,70,1.0,0.0
29760,city_16,0.91,Male,Has relevent experience,Part time course,High School,Unknown,4,<10,Unknown,1,16,0.0,0.0
5776,city_28,0.939,Not provided,Has relevent experience,No Enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,12,0.0,0.0
29305,city_61,0.913,Male,Has relevent experience,No Enrollment,High School,Unknown,14,<10,Pvt Ltd,>4,14,0.0,0.0
29409,city_160,0.92,Not provided,Has relevent experience,No Enrollment,High School,Unknown,20,100-500,Unknown,1,8,0.0,0.0
20864,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,14,0,Unknown,1,45,0.0,1.0
6231,city_72,0.795,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,0,Unknown,2,28,1.0,0.0
26506,city_160,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,7,0,Unknown,1,22,1.0,1.0
30548,city_160,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,0,Unknown,1,62,1.0,1.0
1555,city_16,0.91,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,10,0,Unknown,1,39,0.0,0.0
25123,city_158,0.7659999999999999,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,100-500,Pvt Ltd,Never,106,0.0,0.0
10756,city_61,0.913,Not provided,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,28,0.0,0.0
14300,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,50-99,Funded Startup,1,51,0.0,0.0
1785,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,20,1.0,1.0
12589,city_71,0.884,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,0,Unknown,>4,24,0.0,1.0
27986,city_45,0.89,Female,Has relevent experience,No Enrollment,High School,Unknown,16,1000-4999,Pvt Ltd,3,48,0.0,0.0
8521,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,3,0,Unknown,1,46,1.0,1.0
1890,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,33,0.0,1.0
4130,city_57,0.866,Other,Has relevent experience,Full time course,Masters,STEM,10,500-999,Pvt Ltd,>4,36,0.0,0.0
17790,city_11,0.55,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,10-49,Pvt Ltd,>4,13,0.0,1.0
2134,city_13,0.8270000000000001,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,<10,Pvt Ltd,>4,29,0.0,0.0
18333,city_75,0.939,Female,Has relevent experience,No Enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,>4,7,0.0,0.0
25587,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,10-49,Pvt Ltd,4,27,0.0,0.0
23131,city_173,0.878,Male,Has relevent experience,Full time course,Graduate,STEM,10,0,Unknown,4,53,1.0,1.0
17567,city_160,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,172,0.0,0.0
17318,city_16,0.91,Male,Has relevent experience,No Enrollment,High School,Unknown,8,0,Unknown,1,65,0.0,0.0
27667,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,0,Unknown,Never,77,0.0,1.0
465,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,100-500,Pvt Ltd,4,22,0.0,0.0
32628,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,0,Unknown,1,87,1.0,1.0
25198,city_159,0.843,Male,Has relevent experience,No Enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,38,0.0,0.0
16882,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,14,100-500,Pvt Ltd,>4,31,0.0,0.0
29164,city_103,0.92,Male,Has relevent experience,Part time course,Masters,Business Degree,11,10000+,Public Sector,3,60,0.0,0.0
2385,city_75,0.939,Male,No relevent experience,No Enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,114,0.0,0.0
15149,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Unknown,2,107,1.0,1.0
30238,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,>4,226,1.0,1.0
1710,city_103,0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,>4,47,0.0,0.0
1131,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,34,0.0,0.0
718,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,0,Unknown,2,37,1.0,1.0
23890,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,112,0.0,0.0
3029,city_114,0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,6,50-99,Pvt Ltd,2,78,0.0,0.0
16059,city_114,0.926,Not provided,Has relevent experience,No Enrollment,High School,Unknown,2,10-49,Pvt Ltd,1,70,0.0,0.0
19789,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,>4,2,1.0,1.0
23411,city_75,0.939,Male,No relevent experience,Full time course,Graduate,STEM,2,0,Unknown,Never,61,0.0,0.0
7500,city_45,0.89,Not provided,No relevent experience,No Enrollment,Graduate,No Major,11,0,Unknown,2,37,1.0,1.0
9985,city_53,0.74,Female,Has relevent experience,Full time course,Graduate,STEM,11,10-49,Pvt Ltd,Never,73,0.0,0.0
12577,city_16,0.91,Male,No relevent experience,No Enrollment,Phd,STEM,20,500-999,Public Sector,>4,27,0.0,0.0
5891,city_114,0.926,Male,No relevent experience,Part time course,High School,Unknown,10,10000+,Pvt Ltd,2,42,0.0,0.0
28052,city_133,0.742,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,0,Unknown,2,238,0.0,1.0
10953,city_160,0.92,Female,Has relevent experience,No Enrollment,High School,Unknown,20,<10,Pvt Ltd,>4,10,0.0,0.0
12354,city_103,0.92,Not provided,No relevent experience,Full time course,Masters,STEM,7,0,Unknown,2,61,0.0,1.0
8084,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1,21,0.0,0.0
29034,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,500-999,NGO,2,163,0.0,0.0
22548,city_165,0.903,Male,Has relevent experience,No Enrollment,Graduate,Other,16,100-500,Other,Never,174,1.0,0.0
23610,city_160,0.92,Male,No relevent experience,No Enrollment,Masters,STEM,10,100-500,Public Sector,1,87,1.0,0.0
17039,city_114,0.926,Male,Has relevent experience,Part time course,High School,Unknown,4,100-500,Funded Startup,1,49,0.0,0.0
23868,city_157,0.769,Male,Has relevent experience,Part time course,Graduate,STEM,3,<10,Funded Startup,1,48,0.0,0.0
12357,city_173,0.878,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,0,Unknown,4,60,1.0,0.0
31416,city_160,0.92,Male,No relevent experience,No Enrollment,High School,Unknown,5,0,Pvt Ltd,Never,85,0.0,0.0
23811,city_114,0.926,Male,No relevent experience,No Enrollment,Graduate,Business Degree,11,0,Unknown,1,17,1.0,1.0
19500,city_64,0.6659999999999999,Male,Has relevent experience,No Enrollment,Masters,STEM,20,500-999,Pvt Ltd,1,24,0.0,0.0
21412,city_61,0.913,Male,Has relevent experience,No Enrollment,Graduate,Humanities,20,0,Unknown,Never,42,0.0,0.0
29293,city_100,0.887,Male,Has relevent experience,No Enrollment,High School,Unknown,16,1000-4999,Pvt Ltd,1,143,0.0,0.0
32,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,20,0,Unknown,2,180,1.0,1.0
31324,city_128,0.527,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,63,0.0,1.0
17172,city_21,0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,2,<10,Early Stage Startup,1,65,0.0,1.0
10288,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,15,10000+,Unknown,1,111,1.0,0.0
18974,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,0,Public Sector,1,55,1.0,1.0
6229,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,1,10-49,Funded Startup,1,139,1.0,0.0
7174,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,5000-9999,NGO,2,246,0.0,0.0
824,city_16,0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,74,0.0,0.0
8079,city_103,0.92,Male,No relevent experience,No Enrollment,Masters,STEM,20,1000-4999,Public Sector,>4,132,0.0,0.0
2423,city_21,0.624,Female,Has relevent experience,No Enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,80,1.0,1.0
25704,city_21,0.624,Male,No relevent experience,Full time course,High School,Unknown,7,0,Unknown,Never,94,0.0,1.0
674,city_73,0.754,Male,Has relevent experience,No Enrollment,Masters,STEM,20,<10,Early Stage Startup,>4,46,0.0,0.0
2829,city_27,0.848,Male,No relevent experience,Full time course,High School,Unknown,3,0,Pvt Ltd,Never,22,0.0,0.0
2069,city_114,0.926,Female,Has relevent experience,No Enrollment,Masters,Humanities,20,<10,Pvt Ltd,>4,66,0.0,0.0
16194,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,17,100-500,Pvt Ltd,4,2,1.0,0.0
3353,city_16,0.91,Male,Has relevent experience,No Enrollment,High School,Unknown,19,100-500,Public Sector,>4,23,0.0,0.0
26100,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,45,0.0,0.0
21371,city_21,0.624,Female,Has relevent experience,No Enrollment,Masters,Business Degree,10,50-99,Pvt Ltd,1,15,1.0,1.0
28273,city_114,0.926,Male,Has relevent experience,No Enrollment,High School,Unknown,14,10000+,Pvt Ltd,>4,25,0.0,0.0
22176,city_116,0.743,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,0,Pvt Ltd,2,20,0.0,0.0
9315,city_21,0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,11,1.0,1.0
24863,city_73,0.754,Male,No relevent experience,Part time course,High School,Unknown,4,0,Unknown,2,66,0.0,1.0
33018,city_176,0.764,Male,No relevent experience,Full time course,Graduate,STEM,2,10-49,Early Stage Startup,1,131,0.0,0.0
21352,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,6,1.0,1.0
24640,city_73,0.754,Male,No relevent experience,Part time course,High School,Unknown,4,10000+,Unknown,1,328,0.0,0.0
27560,city_123,0.738,Male,Has relevent experience,No Enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,53,0.0,0.0
10586,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,20,0.0,1.0
1,city_103,0.92,Male,No relevent experience,No Enrollment,High School,Unknown,2,0,Pvt Ltd,Never,150,0.0,0.0
641,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,Arts,1,500-999,Unknown,1,154,0.0,0.0
3778,city_36,0.893,Male,Has relevent experience,No Enrollment,Graduate,No Major,14,50-99,Early Stage Startup,4,80,0.0,0.0
4689,city_114,0.926,Male,Has relevent experience,No Enrollment,Graduate,Humanities,11,1000-4999,Pvt Ltd,3,23,0.0,0.0
4933,city_100,0.887,Male,Has relevent experience,No Enrollment,Masters,STEM,20,<10,Pvt Ltd,>4,152,0.0,0.0
15081,city_162,0.767,Male,Has relevent experience,No Enrollment,Graduate,Humanities,2,<10,Pvt Ltd,1,75,1.0,0.0
14607,city_104,0.924,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,10000+,Pvt Ltd,2,64,0.0,0.0
3913,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,50-99,Funded Startup,4,43,0.0,0.0
4183,city_103,0.92,Male,No relevent experience,No Enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,55,0.0,0.0
21063,city_16,0.91,Male,No relevent experience,No Enrollment,Graduate,STEM,11,100-500,NGO,>4,122,0.0,0.0
5798,city_67,0.855,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,6,0.0,0.0
11871,city_91,0.691,Male,No relevent experience,Full time course,High School,Unknown,2,0,Unknown,1,2,1.0,1.0
20342,city_75,0.939,Male,No relevent experience,No Enrollment,Graduate,STEM,5,0,Unknown,1,106,0.0,1.0
30634,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,0,Unknown,3,78,1.0,1.0
5104,city_75,0.939,Male,Has relevent experience,No Enrollment,Masters,STEM,7,0,Unknown,1,16,1.0,0.0
17530,city_114,0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,16,500-999,Pvt Ltd,3,72,0.0,0.0
13298,city_114,0.926,Male,Has relevent experience,No Enrollment,Phd,STEM,20,100-500,Pvt Ltd,2,140,0.0,0.0
21843,city_73,0.754,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,100-500,Pvt Ltd,2,96,0.0,0.0
17848,city_23,0.899,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,50-99,Funded Startup,1,61,0.0,0.0
13093,city_100,0.887,Not provided,No relevent experience,No Enrollment,High School,Unknown,4,0,Unknown,Never,148,0.0,0.0
5827,city_104,0.924,Female,Has relevent experience,No Enrollment,Masters,Humanities,2,50-99,Funded Startup,1,28,0.0,0.0
9417,city_44,0.725,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,0,Unknown,2,88,1.0,1.0
11766,city_36,0.893,Male,Has relevent experience,No Enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,54,0.0,0.0
11039,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,56,0.0,0.0
9180,city_136,0.897,Female,Has relevent experience,No Enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,34,0.0,0.0
5545,city_102,0.804,Male,No relevent experience,No Enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,19,0.0,0.0
12125,city_10,0.895,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,22,0.0,0.0
22604,city_50,0.8959999999999999,Male,Has relevent experience,No Enrollment,High School,Unknown,13,1000-4999,Public Sector,2,59,0.0,0.0
13273,city_103,0.92,Not provided,No relevent experience,Full time course,Graduate,Humanities,0,50-99,Public Sector,1,196,1.0,0.0
28501,city_61,0.913,Male,Has relevent experience,No Enrollment,Primary School,Unknown,11,50-99,Funded Startup,1,81,1.0,0.0
17,city_21,0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,4,38,0.0,1.0
6977,city_61,0.913,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,22,0.0,0.0
17559,city_103,0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,5,50-99,Early Stage Startup,1,31,0.0,0.0
14914,city_102,0.804,Not provided,Has relevent experience,No Enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,161,0.0,0.0
21798,city_103,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,50-99,Pvt Ltd,>4,50,0.0,0.0
6970,city_100,0.887,Not provided,No relevent experience,Part time course,High School,Unknown,3,10-49,Pvt Ltd,1,12,0.0,0.0
27956,city_16,0.91,Male,Has relevent experience,No Enrollment,High School,Unknown,17,10000+,Pvt Ltd,1,12,0.0,0.0
31288,city_84,0.698,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,15,0.0,0.0
13207,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,2,0,Unknown,2,136,1.0,1.0
24030,city_75,0.939,Male,No relevent experience,No Enrollment,High School,Unknown,6,50-99,Pvt Ltd,>4,162,0.0,0.0
944,city_21,0.624,Not provided,Has relevent experience,Part time course,High School,Unknown,1,<10,Pvt Ltd,Never,10,1.0,1.0
16192,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,25,0.0,0.0
19333,city_103,0.92,Male,No relevent experience,No Enrollment,Primary School,Unknown,3,0,Unknown,Never,78,0.0,0.0
9145,city_162,0.767,Not provided,Has relevent experience,Full time course,Graduate,STEM,13,100-500,Pvt Ltd,1,32,0.0,0.0
3124,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,No Major,2,<10,Pvt Ltd,1,91,0.0,0.0
16884,city_160,0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,40,0.0,0.0
22550,city_21,0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,3,44,1.0,1.0
12787,city_67,0.855,Not provided,Has relevent experience,Part time course,High School,Unknown,5,100-500,Pvt Ltd,1,288,0.0,0.0
13163,city_16,0.91,Not provided,No relevent experience,No Enrollment,High School,Unknown,2,0,Unknown,Never,16,1.0,0.0
32753,city_21,0.624,Male,Has relevent experience,No Enrollment,Graduate,Humanities,3,0,Unknown,1,49,0.0,1.0
4211,city_103,0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,20,1000-4999,Public Sector,1,48,0.0,0.0
21560,city_114,0.926,Male,Has relevent experience,No Enrollment,High School,Unknown,20,50-99,Pvt Ltd,2,37,0.0,0.0
15830,city_16,0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,7,50-99,Early Stage Startup,2,206,0.0,0.0
12044,city_71,0.884,Not provided,Has relevent experience,No Enrollment,Masters,STEM,12,0,Unknown,>4,19,1.0,1.0
25091,city_71,0.884,Male,Has relevent experience,No Enrollment,Masters,STEM,20,5000-9999,Pvt Ltd,1,26,0.0,0.0
20231,city_21,0.624,Not provided,No relevent experience,Full time course,High School,Unknown,2,0,Unknown,Never,72,0.0,1.0
29351,city_103,0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,36,0.0,0.0
